dcboe_hash_id,election_year,smd_id,candidate_name,votes,vote_share,ranking,winner,write_in_winner,margin_of_victory,margin_of_victory_percentage,num_candidates,total_votes
56e1a32c2ce9b9633be75f3d02e0951bbc04cb66faab2414d1ea4e7c,2022,smd_2022_3/4G04,Write-in,61,0.07625,2.0,False,False,-678,-0.8474999999999999,2,800
27e04bd207bab5f256fff29531a8f9fda1f438fd8fd4e40c91fe7070,2022,smd_2022_3/4G05,Peter Lynch,505,0.6265508684863523,1.0,True,False,209.0,0.2593052109181141,3,806
99f305a27cf54f9bd860b003282fbcc5b2270fd1473fac396c08cd00,2022,smd_2022_3/4G05,H Norman Knickle,296,0.36724565756823824,2.0,False,False,-209,-0.2593052109181141,3,806
8fd23ac537bb0baee1cbe3c7dae9c393ced4ad5d2817fded95c7814e,2022,smd_2022_3/4G05,Write-in,5,0.00620347394540943,3.0,False,False,-500,-0.6203473945409429,3,806
9aaedb6a1dd2eb80f5cfee07ff6f077c011742a16e1e201c19c98a31,2022,smd_2022_3/4G06,Peter Gosselin,671,0.9668587896253602,1.0,True,False,648.0,0.9337175792507204,2,694
8ef4038a14ea8934e5705ac2711d2e24c046624cacf0a0d42c13aa16,2022,smd_2022_3/4G06,Write-in,23,0.03314121037463977,2.0,False,False,-648,-0.9337175792507204,2,694
fa68123c65d6cfca9c65de8aec2f69d0df1fc13b3c5ff5e8fa9254a1,2022,smd_2022_3/4G07,Zachary Ferguson,479,0.9696356275303644,1.0,True,False,464.0,0.9392712550607287,2,494
90ddfdeabc7a7acd5fbf2d5b396e270c19b5323a7324b24f7873c26e,2022,smd_2022_3/4G07,Write-in,15,0.030364372469635626,2.0,False,False,-464,-0.9392712550607287,2,494
cea5def1ffca15e3a29238fef46d9fbdf5bde1713682084efb1a3398,2022,smd_2022_3A01,Thaddeus Bradley-Lewis,551,0.9717813051146384,1.0,True,False,535.0,0.9435626102292769,2,567
3a53672fe0b98cffb47dc8a951d98e67f6c536222108e52984e9c856,2022,smd_2022_3A01,Write-in,16,0.02821869488536155,2.0,False,False,-535,-0.9435626102292769,2,567
0003ed1f8e0a16a12028c7eda7b92d9f3781e51a54294ae8ee29b78c,2022,smd_2022_3A02,Write-in,128,1.0,1.0,True,True,0,0.0,1,128
c8b6837a97db47ca166b78b94bf03f9dc0ed6e456604f32fff5d70f9,2022,smd_2022_3A03,Hans B. Miller,432,0.96,1.0,True,False,414.0,0.9199999999999999,2,450
a4bc2bd38aa348ba2e18317be81b222997b9a83280f8a713b50ffb10,2022,smd_2022_3A03,Write-in,18,0.04,2.0,False,False,-414,-0.9199999999999999,2,450
697c40136d568ccb011c3e742c873a670187db3714a887549a9e4647,2022,smd_2022_3A04,Jeremy Del Moral,306,0.9714285714285714,1.0,True,False,297.0,0.9428571428571428,2,315
1e3176e3f583e5ecfee64db023b2db7d7586a5366a96e7d0e25e3174,2022,smd_2022_3A04,Write-in,9,0.02857142857142857,2.0,False,False,-297,-0.9428571428571428,2,315
504361df185cddf9788f1aba3f2dba846f0054089656cf880eaf2020,2022,smd_2022_3A05,Ann Lane Mladinov,477,0.9675456389452333,1.0,True,False,461.0,0.9350912778904665,2,493
cdfb856a319ee3bc2474c94c5f71cdaf1c2a853844d9e5c52f11d6e0,2022,smd_2022_3A05,Write-in,16,0.032454361054766734,2.0,False,False,-461,-0.9350912778904665,2,493
843637bdd85b8f8a0fc82c672235ca41b9cbe47c83fbfa5515141584,2022,smd_2022_3B01,Kevin Lavezzo,347,0.9559228650137741,1.0,True,False,331.0,0.9118457300275482,2,363
cfefa7c64118030ae97dd491117c1f8d0af822da540c85ad287a4265,2022,smd_2022_3B01,Write-in,16,0.0440771349862259,2.0,False,False,-331,-0.9118457300275482,2,363
a5475e7c5657ce9866c52418d037f36289a3b5a01d57487e456466d0,2022,smd_2022_3B02,Jackie  Blumenthal,322,0.5513698630136986,1.0,True,False,130.0,0.2226027397260274,4,584
7c7c036380a23074f94678709b670e9078352fefbcae093d7ee60499,2022,smd_2022_3B02,Aileen Nowlan,192,0.3287671232876712,2.0,False,False,-130,-0.2226027397260274,4,584
ea4a6f75b45579a4ba2ffea155d49f3637ec2277d88ed0089f44e2ed,2022,smd_2022_3B02,Ana Elizabeth Guzman,64,0.1095890410958904,3.0,False,False,-258,-0.4417808219178082,4,584
3b3e742ab0a1fc28c0b1d2df7c288d5642325f86bdedd484c81ef03d,2022,smd_2022_3B02,Write-in,6,0.010273972602739725,4.0,False,False,-316,-0.5410958904109588,4,584
9f733869fcafbac181be783cb5815dee7f4e7e175cdf93e6931c1350,2022,smd_2022_3B03,Melissa Lane,472,0.9672131147540983,1.0,True,False,456.0,0.9344262295081966,2,488
965ae3035f254d48ab8cd227227282987f11c8711055bb41ce4b5a40,2022,smd_2022_3B03,Write-in,16,0.03278688524590164,2.0,False,False,-456,-0.9344262295081966,2,488
ae47805d3d485380fb6a2f1c5e371b3dd17dcc22c1af908b20e265c4,2022,smd_2022_3B04,Write-in,130,1.0,1.0,True,True,0,0.0,1,130
e75fa716e98f2d0b79b598565d3c1889444a083a0d516de2e6eb22e4,2022,smd_2022_3B05,Gupi Howie,477,0.9520958083832335,1.0,True,False,453.0,0.904191616766467,2,501
09c06b7ac8d1fed34e0c26a68f7772d4d8b5ef86e5f91fd6ced0f8f9,2022,smd_2022_3B05,Write-in,24,0.04790419161676647,2.0,False,False,-453,-0.904191616766467,2,501
ae6d7bb1f1dc9abdd542a4ef3329e6a5241734160470ae1bb7bdc40f,2022,smd_2022_3B06,Ben Bergmann,475,0.9895833333333334,1.0,True,False,470.0,0.9791666666666667,2,480
134fec94f0cff9d3599a36e6a7aadc6583272c2293a3a9ec37693cc2,2022,smd_2022_3B06,Write-in,5,0.010416666666666666,2.0,False,False,-470,-0.9791666666666667,2,480
2d72394d8de0477b7ff6ad217cc8f5c059a61df24853b35734ff584d,2022,smd_2022_3C01,Hayden Gise,550,0.9581881533101045,1.0,True,False,526.0,0.9163763066202091,2,574
f582c6efe31dcd08ba0a8b24d480c7a60838ef2c144b9488c4f2fa42,2022,smd_2022_3C01,Write-in,24,0.041811846689895474,2.0,False,False,-526,-0.9163763066202091,2,574
fedb692ae172a87edeff177ccf2c4890d1d123254500142aab079d6d,2022,smd_2022_3C02,Adam J. Prinzo,565,0.9674657534246576,1.0,True,False,546.0,0.9349315068493151,2,584
c810645b2a2cfa479eba638175de2907bdcc2532e2274972842b600d,2022,smd_2022_3C02,Write-in,19,0.032534246575342464,2.0,False,False,-546,-0.9349315068493151,2,584
267ee2c28e6dffe30017f337e05a0fe219994051ac54cc82d8707e0e,2022,smd_2022_3C03,Janell Marie Pagats,644,0.9772382397572079,1.0,True,False,629.0,0.9544764795144158,2,659
d18b887f69921cb95eeb1320049847e1780f71165985f7b50e4446c2,2022,smd_2022_3C03,Write-in,15,0.02276176024279211,2.0,False,False,-629,-0.9544764795144158,2,659
8ca5bb269291ff3230bc87ee4877a22004851d556b6a9b5ac1122042,2022,smd_2022_3C04,Roric McCorristin,638,0.9770290964777948,1.0,True,False,623.0,0.9540581929555896,2,653
860bd69c5a623f069203c6499c23fd76da79bd0e83985b63a57cfd88,2022,smd_2022_3C04,Write-in,15,0.022970903522205207,2.0,False,False,-623,-0.9540581929555896,2,653
258c83f1bb1a68cb87d470cb7d41c13004a4005fc764a98a6963448e,2022,smd_2022_3C05,Sauleh Ahmad Siddiqui,462,0.5232163080407701,1.0,True,False,49.0,0.05549263873159688,3,883
15a2a83f83ae2c5a7a9a31d5fb7da4814f9486257b5957d82acbce71,2022,smd_2022_3C05,Nicholas (Nick) Ide,413,0.46772366930917325,2.0,False,False,-49,-0.05549263873159688,3,883
0d012eceadb2751a7ee5655d19663084854292dd1088c0b7233f56f1,2022,smd_2022_3C05,Write-in,8,0.009060022650056626,3.0,False,False,-454,-0.5141562853907135,3,883
46108b5d3816bc33dbcc2b485fb5b34df400eb43b6036f0fa12b5358,2022,smd_2022_3C06,Tammy Gordon,556,0.8164464023494861,1.0,True,False,445.0,0.6534508076358296,3,681
973d5a408d4581fe329b7989416321a00c25e49027b6e4f99e038865,2022,smd_2022_3C06,Justin Daniels,111,0.16299559471365638,2.0,False,False,-445,-0.6534508076358296,3,681
545c1a3edae2b8a143dde0f89ea7b82965789efe3fc96a47b3be313f,2022,smd_2022_3C06,Write-in,14,0.020558002936857563,3.0,False,False,-542,-0.7958883994126285,3,681
80eacd334c0a3c011ec57fae4ad46f4a50df16f3de1b9e8ad018c916,2022,smd_2022_3C07,Gawain Kripke,344,0.5157421289355323,1.0,True,False,33.0,0.049475262368815665,3,667
fd24d5224039de7eecf73524b50b9ff0edfed3e18be0de11871616ea,2022,smd_2022_3C07,Warren Gorlick,311,0.4662668665667166,2.0,False,False,-33,-0.049475262368815665,3,667
21976cdd5a5ffbe00a958ce4c67be4b9b4890ce9f6f24f42aa1455ee,2022,smd_2022_3C07,Write-in,12,0.017991004497751123,3.0,False,False,-332,-0.49775112443778113,3,667
5b21bb9c98b7e70300466d5f2697e43301fa8f50ba053b8df70de5f7,2022,smd_2022_3C08,Rick Nash,421,0.6437308868501529,1.0,True,False,197.0,0.3012232415902141,3,654
fb2a4d33a221bce26b840d77cf12ee0a184caaf7bd13bd30a22865a8,2022,smd_2022_3C08,Keith Mantel,224,0.3425076452599388,2.0,False,False,-197,-0.3012232415902141,3,654
e5fbd5ff3f0b8ab5ec9c1639b6bbb338d1a2f7a94257b382e5ee6ecd,2022,smd_2022_3C08,Write-in,9,0.013761467889908258,3.0,False,False,-412,-0.6299694189602446,3,654
2c2b129bd874c75b4bd028397147bb20a1d582b7a03bce779b963807,2022,smd_2022_3D01,Chuck Elkins,535,0.9674502712477396,1.0,True,False,517.0,0.9349005424954793,2,553
657dcb351114888e4a08dfcb5bb261032301bf4c56e4dcba93b80c0d,2022,smd_2022_3D01,Write-in,18,0.0325497287522604,2.0,False,False,-517,-0.9349005424954793,2,553
56bcf726cb01f30aa214d99dcf036e235510eb5dabbf845cf419b746,2022,smd_2022_3D02,Tricia Duncan,490,0.9477756286266924,1.0,True,False,463.0,0.8955512572533848,2,517
8e962c413185800f55c1677e7dff0bf92d0f6bd7a965fa50e4e745de,2022,smd_2022_3D02,Write-in,27,0.05222437137330754,2.0,False,False,-463,-0.8955512572533848,2,517
d2bd69edb85207165d0db5915f3cf5c84dbb0161984e0736ab7dafdb,2022,smd_2022_3D03,Quentin Colón Roosevelt,430,0.9347826086956522,1.0,True,False,400.0,0.8695652173913044,2,460
82fb5a5a7d6bd3db42311cfe5a4b6007c2b4fe4094b7efc79777d1cd,2022,smd_2022_3D03,Write-in,30,0.06521739130434782,2.0,False,False,-400,-0.8695652173913044,2,460
f0002372cbf1f3db5a4ee0bcb4db1ae8823be52ee100db07a0438d82,2022,smd_2022_3D04,Jeremy Joseph,552,0.9324324324324325,1.0,True,False,512.0,0.8648648648648649,2,592
103eb3e3c9d52d938b61560763caea8cd92e88917a150ba5a5bfaef1,2022,smd_2022_3D04,Write-in,40,0.06756756756756757,2.0,False,False,-512,-0.8648648648648649,2,592
259254ee26a2a1d6be942b9c0880dd29bf14decf8ca870f65d31714f,2022,smd_2022_3D05,Bernie Horn,224,0.5245901639344263,1.0,True,False,26.0,0.06088992974238877,3,427
1f43a71600be3a51c560afeb0f5b1225b1a6520559909da510dc0b82,2022,smd_2022_3D05,Christopher J Rosier,198,0.4637002341920375,2.0,False,False,-26,-0.06088992974238877,3,427
ce80f67c3c89c4c9d4acad6b37788e16a697b76d05907cdfc0544205,2022,smd_2022_3D05,Write-in,5,0.0117096018735363,3.0,False,False,-219,-0.5128805620608899,3,427
3085df4f9e572df1da6761bd7c6c7857387affbabb928b663a3c0a25,2022,smd_2022_3D06,Marilyn Nowalk,414,0.9387755102040817,1.0,True,False,387.0,0.8775510204081634,2,441
f0882a081522e8e4db15aefff2e164444d89d8cdb671432cd0697d5e,2022,smd_2022_3D06,Write-in,27,0.061224489795918366,2.0,False,False,-387,-0.8775510204081634,2,441
4db20c7613896ea9910146ba6b74a3f1e997e1f34c888dff4826631e,2022,smd_2022_3D07,J.P. Szymkowicz,424,0.9680365296803652,1.0,True,False,410.0,0.9360730593607305,2,438
005b7cd4e35c4b2eb18e0d76edee01b8f954d12bff433a3b375f5055,2022,smd_2022_3D07,Write-in,14,0.0319634703196347,2.0,False,False,-410,-0.9360730593607305,2,438
39cd1acc882021f0be2f7476dfb7eeb16d224a69009133626c846cfa,2022,smd_2022_3E01,Matthew Cohen,621,0.9779527559055118,1.0,True,False,607.0,0.9559055118110236,2,635
4a2970482c1dc5f5285821439fd3767fcce211089454759aa2fb26eb,2022,smd_2022_3E01,Write-in,14,0.02204724409448819,2.0,False,False,-607,-0.9559055118110236,2,635
8bc4ae81c3ff14f711be4fbb528a7cb0cf4acf6b62ab18b5bc11cc99,2022,smd_2022_3E02,Amy B Hall,663,0.9721407624633431,1.0,True,False,644.0,0.9442815249266863,2,682
f1db2917b20d27ce947f9525814227c5a7fd1d5df0aefdcf17ea991a,2022,smd_2022_3E02,Write-in,19,0.02785923753665689,2.0,False,False,-644,-0.9442815249266863,2,682
8713cb5f42d7648a549f5de486cd9556b47da73bd8b28948034eda15,2022,smd_2022_3E03,Jonathan Bender,609,0.9354838709677419,1.0,True,False,567.0,0.8709677419354838,2,651
5c45b2356e9169cd1862a28e62996439916c51f04f69e9a693c1976e,2022,smd_2022_3E03,Write-in,42,0.06451612903225806,2.0,False,False,-567,-0.8709677419354838,2,651
73a66ad3c89a8c64405d8439b3114124d9c39656e3d531327c5dbd1e,2022,smd_2022_3E04,Tom Quinn,489,0.8082644628099174,1.0,True,False,379.0,0.6264462809917355,3,605
33662b917f5935964297e70ce3d8cdec6dcf4d978c2d8f0fe38c9bf0,2022,smd_2022_3E04,Earle Douglass,110,0.18181818181818182,2.0,False,False,-379,-0.6264462809917355,3,605
b2de707d3b2d192444bf82ad61c2edf0d74f2261fe60c28215e9bdf3,2022,smd_2022_3E04,Write-in,6,0.009917355371900827,3.0,False,False,-483,-0.7983471074380165,3,605
573565f4e4905db8ff37401d21899a5a98a8ae88c7964d6babc50e17,2022,smd_2022_3E05,Jeffrey Denny,502,0.9598470363288719,1.0,True,False,481.0,0.9196940726577438,2,523
339d85e51f0aed0bebeb3edff8cf7891ce9cd04bba92e9879c076c10,2022,smd_2022_3E05,Write-in,21,0.040152963671128104,2.0,False,False,-481,-0.9196940726577438,2,523
b53220af0d770c30d75d50982d894da34402b62bbb4c1ac37d2cb89b,2022,smd_2022_3E06,Alexandra Gianinno,600,0.9389671361502347,1.0,True,False,561.0,0.8779342723004695,2,639
173da49c2849663f39e41175640bfaefe34ebace120f6488f98f17c1,2022,smd_2022_3E06,Write-in,39,0.06103286384976526,2.0,False,False,-561,-0.8779342723004695,2,639
9605663740248609ee6b6a831e7edaff5d6b232ba704c80b00bf6c1f,2022,smd_2022_3E07,Write-in,3,1.0,1.0,True,True,0,0.0,1,3
e0f97482e0d2185abacf2b1500773b364e82321f5312459485421f89,2022,smd_2022_3E08,Write-in,13,1.0,1.0,True,True,0,0.0,1,13
14fdd0c1afa4e8f773be3639674d1e187862937f82baaa8da1239a26,2022,smd_2022_3F01,Ryan Cudemus-Brunoli,661,0.964963503649635,1.0,True,False,637.0,0.92992700729927,2,685
746470f302c2f31a65967917930b8bcf7518189e1d59e59624ad4daf,2022,smd_2022_3F01,Write-in,24,0.035036496350364967,2.0,False,False,-637,-0.92992700729927,2,685
d6a411cf7874034f31b3084c5ea00f8ebc138749eaa2ae9eb6379bea,2022,smd_2022_3F02,Teri Huet,431,0.9209401709401709,1.0,True,False,394.0,0.8418803418803418,2,468
b558ac29f1fa80817fdd062b2842e29306bab14c2507ae2a09d8b490,2022,smd_2022_3F02,Write-in,37,0.07905982905982906,2.0,False,False,-394,-0.8418803418803418,2,468
4aafa685e5faccf40dd01df8559ffba3a31e7c8d43cb49d5ade9e540,2022,smd_2022_3F03,Mitchell Baer,651,0.9644444444444444,1.0,True,False,627.0,0.9288888888888889,2,675
c7124199d1b0c212f14201395ac1ac6c5d051b254fd0fa6d147de11e,2022,smd_2022_3F03,Write-in,24,0.035555555555555556,2.0,False,False,-627,-0.9288888888888889,2,675
63a7afc81017bbaa602ba0b50ddacb11ef6dca24c46fad5935d4b0c4,2022,smd_2022_3F04,Claudette David,529,0.9706422018348624,1.0,True,False,513.0,0.9412844036697248,2,545
2de807d2603620a81a97e83a92170b9e43c1ea65aa19cdffd93116ed,2022,smd_2022_3F04,Write-in,16,0.029357798165137616,2.0,False,False,-513,-0.9412844036697248,2,545
ed7b3f51826d49136959476509153714f23444c9ff6d911d62cee6ad,2022,smd_2022_3F05,James Tandaric,253,0.494140625,1.0,True,False,5.0,0.009765625,3,512
15176b905d28a76e683b86fcbcbca2cb7078895e96303b064299c6d5,2022,smd_2022_3F05,Andrew Koval,248,0.484375,2.0,False,False,-5,-0.009765625,3,512
842f04c26eb42b12cde929a889b71e22a99208f5506dd09e523455a9,2022,smd_2022_3F05,Write-in,11,0.021484375,3.0,False,False,-242,-0.47265625,3,512
7c0bb70f13d6432eeb8f349ea458306c4de1eba3d1bf7b688865df7c,2022,smd_2022_3F06,Courtney Carlson,398,0.4968789013732834,1.0,True,False,190.0,0.2372034956304619,4,801
8879e88d53d374b0ccb25cbb72bc85e91dbb432cca82057a60c448ab,2022,smd_2022_3F06,Bridget Schwartz,208,0.2596754057428215,2.0,False,False,-190,-0.2372034956304619,4,801
1dced55c7aa3bd2795bec13a8c97bc357b48c65c643f4064dc35a1c6,2022,smd_2022_3F06,Rona Walters,188,0.23470661672908863,3.0,False,False,-210,-0.26217228464419473,4,801
00d0baf6cc2f624637ed3e3c5458904bd1a16ea29b30e93e89f220da,2022,smd_2022_3F06,Write-in,7,0.008739076154806492,4.0,False,False,-391,-0.4881398252184769,4,801
cb65a96724ad7b0e156c83f95df6e97f8542b83cd5a6d1638bd6c3b0,2022,smd_2022_4A01,Paula Y. Edwards,507,0.5075075075075075,1.0,True,False,31.0,0.031031031031031053,3,999
f5ac4e86cc24d34a5632a8a9fc662c9b909713b1e7a924e97f0e877d,2022,smd_2022_4A01,Neena Murphy Martin,476,0.47647647647647645,2.0,False,False,-31,-0.031031031031031053,3,999
ed5efc6535f32f6ae985a63aff1668b2b573c114bd69e91f7fcfe921,2022,smd_2022_4A01,Write-in,16,0.016016016016016016,3.0,False,False,-491,-0.4914914914914915,3,999
4c80d20bfaed9549ddd383c6a933113e3ee4fb24f7c78ae931fd39a2,2022,smd_2022_4A02,Joan Hoyte,677,0.674975074775673,1.0,True,False,362.0,0.3609172482552343,3,1003
6a90e00af941f7d58c4386a7e3b1d23fb7935c46148659dac7c0b93d,2022,smd_2022_4A02,Stacey Lincoln,315,0.3140578265204387,2.0,False,False,-362,-0.3609172482552343,3,1003
0d66574e1b0fcb0cd658cb4f69142efe082c1dbafeceee743f363f84,2022,smd_2022_4A02,Write-in,11,0.010967098703888335,3.0,False,False,-666,-0.6640079760717846,3,1003
c232916b06db1f545bbb8543541be5728d974d89f12029d79a564dd2,2022,smd_2022_4A03,"Stephen A. ""Steve"" Whatley",402,0.95260663507109,1.0,True,False,382.0,0.90521327014218,2,422
e56a88524c2ed0b53f87c2b3a220dfb3a79fb5ff2fa94d52043f5201,2022,smd_2022_4A03,Write-in,20,0.04739336492890995,2.0,False,False,-382,-0.90521327014218,2,422
b665a48bfb796f935d08a0b13172995e547714217a5485b3c413b900,2022,smd_2022_4A04,Patience R. Singleton,466,0.985200845665962,1.0,True,False,459.0,0.970401691331924,2,473
633840c2540fed9f034f5d50feb03ff5b668dfb62c1f7fc8b9ee5cfc,2022,smd_2022_4A04,Write-in,7,0.014799154334038054,2.0,False,False,-459,-0.970401691331924,2,473
b8ca1360d559bfdfb7d9a7b4d46c0ff2015964d42fa6e06999702a7e,2022,smd_2022_4A05,Kim Patterson,304,0.8194070080862533,1.0,True,False,242.0,0.6522911051212937,3,371
614e28af716cd74a782cb33936b79b46dd510b0a09a2d9ac7b2d93ba,2022,smd_2022_4A05,Jonathan La Broi,62,0.16711590296495957,2.0,False,False,-242,-0.6522911051212937,3,371
63ea630e14ae51d9ebf3975744101558a99707b76fe5e8599202c8cb,2022,smd_2022_4A05,Write-in,5,0.013477088948787063,3.0,False,False,-299,-0.8059299191374663,3,371
bb5f32ec0321b7703dc4e00f6621873c6665805bab91a9de7d6a3d78,2022,smd_2022_4A06,Write-in,24,1.0,1.0,True,True,0,0.0,1,24
534143707f2c317bb91603475a897b2c32032c66d14e456576eee141,2022,smd_2022_4A07,Carolyn Steptoe,240,0.9795918367346939,1.0,True,False,235.0,0.9591836734693877,2,245
8f91abb779a18875083cf67bb33e1949d26b56ec2a2f3a643f8c6247,2022,smd_2022_4A07,Write-in,5,0.02040816326530612,2.0,False,False,-235,-0.9591836734693877,2,245
04678b2802af4e8b10b421b19845c13fda3e97865fa6c304f7dd16f1,2022,smd_2022_4B01,T. Michelle Colson,572,0.9761092150170648,1.0,True,False,558.0,0.9522184300341296,2,586
a79e4263b2a67280f8e557f51bcd4b5cdad733805e5f42a7d419b53e,2022,smd_2022_4B01,Write-in,14,0.023890784982935155,2.0,False,False,-558,-0.9522184300341296,2,586
7ce6feb0c166a18da980b64b7dffa1a71bdca84c58234110b02d8a00,2022,smd_2022_4B02,Erin Palmer,567,0.9659284497444633,1.0,True,False,547.0,0.9318568994889267,2,587
5f09879184918fa48a2cc686547aa4c2251c1bb84561f4f354519387,2022,smd_2022_4B02,Write-in,20,0.034071550255536626,2.0,False,False,-547,-0.9318568994889267,2,587
945009a65cbe2b2e5b3284731f66294cdaecb9f691dd55315592a078,2022,smd_2022_4B03,Zurick T. Smith,627,0.954337899543379,1.0,True,False,597.0,0.908675799086758,2,657
682b192d1e0912d40ff46e4af93bca156d7c81a8741581ef9d9905d9,2022,smd_2022_4B03,Write-in,30,0.045662100456621,2.0,False,False,-597,-0.908675799086758,2,657
c6c25ea1bc7f7db9f8b58c46f299ee6b85d9e85f429c219279825e02,2022,smd_2022_4B04,Evan Yeats,622,0.9703588143525741,1.0,True,False,603.0,0.9407176287051482,2,641
760bc0fe760bd9b9e32bd2c2ea5adaedefd38b13d6413ad2c335f576,2022,smd_2022_4B04,Write-in,19,0.029641185647425898,2.0,False,False,-603,-0.9407176287051482,2,641
1c470e05a51e5751823f166457446e235d1e84711992ebf895d3ee66,2022,smd_2022_4B05,Kevin Gilligan,494,0.9445506692160612,1.0,True,False,465.0,0.8891013384321225,2,523
f7f541a98e99a09732842e9f46b2bf40dd487d6a88628d04efb7850e,2022,smd_2022_4B05,Write-in,29,0.055449330783938815,2.0,False,False,-465,-0.8891013384321225,2,523
44e3c8687cf93d3ac0d29622f7b976efd0085bd356b701fbcf0e876c,2022,smd_2022_4B06,Tiffani Nichole Johnson,724,0.9679144385026738,1.0,True,False,700.0,0.9358288770053476,2,748
2cce750dd8a399ee607364295484eb0a4a5bf2d9b0bc78f7f60dd1a6,2022,smd_2022_4B06,Write-in,24,0.03208556149732621,2.0,False,False,-700,-0.9358288770053476,2,748
59cc15946b5dc78ad6c91a5304ff8866f5ccd05b75cd94b644115da0,2022,smd_2022_4B07,Michael Cohen,442,0.583883751651255,1.0,True,False,134.0,0.1770145310435931,3,757
e38d1f91280a5169ba0c158e688a1a7a88195dac60d0e69408074ece,2022,smd_2022_4B07,M'bahlia Colson,308,0.40686922060766184,2.0,False,False,-134,-0.1770145310435931,3,757
3f7b30558246b88559ada0f59908382fe568b3c1e948b933d18233a6,2022,smd_2022_4B07,Write-in,7,0.009247027741083224,3.0,False,False,-435,-0.5746367239101717,3,757
6e4de5570a2b0a9f344c8e87f252f1ae24fac3e758464cd47741ab80,2022,smd_2022_4B08,Alison Brooks,557,0.9737762237762237,1.0,True,False,542.0,0.9475524475524475,2,572
88f9a52710ac756a28305324fbf7dbf7ebeb7ab6d6e39b7a9f146fa1,2022,smd_2022_4B08,Write-in,15,0.026223776223776224,2.0,False,False,-542,-0.9475524475524475,2,572
0d653652bba7e18ed9b9d1651adfedd4c99029e43d32a14c539de320,2022,smd_2022_4B09,Audrey Walker,649,0.9474452554744526,1.0,True,False,613.0,0.8948905109489051,2,685
ba789a11c46bffc1feddfa0f98ed52b8f720c095ba46155b81aa19b6,2022,smd_2022_4B09,Write-in,36,0.052554744525547446,2.0,False,False,-613,-0.8948905109489051,2,685
fc0c2ae5d0ec3e1bc95ca5548789cb41f06256531df04735c5eebda5,2022,smd_2022_4B10,LaRoya A. Huff,496,0.7359050445103857,1.0,True,False,331.0,0.4910979228486647,3,674
724396a692d5d7d8b50b112dbf4599c85afd2f3194272acfb6dfe9ea,2022,smd_2022_4B10,Stefan A. Nagey,165,0.24480712166172106,2.0,False,False,-331,-0.4910979228486647,3,674
3c93c696f400b591360e2b5d04b66221010d7b9c2323342d4c361529,2022,smd_2022_4B10,Write-in,13,0.019287833827893175,3.0,False,False,-483,-0.7166172106824926,3,674
e9cf6964efb84881567c3c0d70ac7deabb65ecc30a2c0e4fd4d97c8e,2022,smd_2022_4C01,Write-in,151,1.0,1.0,True,True,0,0.0,1,151
0d86c74fe63f5c82abd6b0bac36296ee4d2b28fac472b2e67fc1a1fa,2022,smd_2022_4C02,Antoine M. Kirby,483,0.9640718562874252,1.0,True,False,465.0,0.9281437125748504,2,501
6ea0f4226c404a95644884562dea4e06f7f93ee74aecfd2e62ca5fb2,2022,smd_2022_4C02,Write-in,18,0.03592814371257485,2.0,False,False,-465,-0.9281437125748504,2,501
63bbaa8c87147f9c52a470ca9266133f6f9fe80f22f687b956753a37,2022,smd_2022_4C03,Thomas P. DeFranco,532,0.9690346083788707,1.0,True,False,515.0,0.9380692167577414,2,549
c8c1738a554775a4b1073c543509b69727bee7ccf301260f3ce8546c,2022,smd_2022_4C03,Write-in,17,0.030965391621129327,2.0,False,False,-515,-0.9380692167577414,2,549
0d827319e3a458adc887ec9b860f4e0680dd3a7d25b11ab95a25d7c0,2022,smd_2022_4C04,Daniel Alexander,425,0.952914798206278,1.0,True,False,404.0,0.905829596412556,2,446
5cf0f0c5371a88350e7c9e1c7333f0880008a0e45890a9c3f5828d90,2022,smd_2022_4C04,Write-in,21,0.04708520179372197,2.0,False,False,-404,-0.905829596412556,2,446
412e57c75a4844c5c4f081a30ec7a7bff7a9be031b227db8d3581a9f,2022,smd_2022_4C05,Brittany Kademian,378,0.5502183406113537,1.0,True,False,72.0,0.10480349344978163,3,687
